index,observation.camera_intrinsic,observation.camera_extrinsic,action,observation.camera_extrinsic_occ,observation.camera_intrinsic_occ
90,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.99299   , -0.0527189 ,  0.10578997, -0.28177696], dtype=float32)
 array([ 0.11819815, -0.44289482,  0.8887482 ,  0.44941857], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.67439246, -0.34371576,  0.65349394, -0.22310491], dtype=float32)
 array([ 0.3078037 ,  0.6736094 ,  0.67194295, -0.1258616 ], dtype=float32)
 array([-0.671157  ,  0.6543011 , -0.34848008,  0.21101052], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
91,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.99267197, -0.05389725,  0.10815455, -0.2868947 ], dtype=float32)
 array([ 0.12084006, -0.44275296,  0.88846356,  0.4068361 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.67104715, -0.34510836,  0.6561981 , -0.20637907], dtype=float32)
 array([ 0.3089753 ,  0.6743756 ,  0.6706354 , -0.11914545], dtype=float32)
 array([-0.6739659 ,  0.65277696, -0.34590787,  0.1972637 ], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
92,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.99255663, -0.05431831,  0.10899948, -0.29214323], dtype=float32)
 array([ 0.12178409, -0.44270152,  0.8883603 ,  0.36389607], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.66768813, -0.34649324,  0.6588892 , -0.18971089], dtype=float32)
 array([ 0.31014007,  0.67514426,  0.6693231 , -0.1124405 ], dtype=float32)
 array([-0.67676115,  0.651247  , -0.34332436,  0.18346351], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
93,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.99264354, -0.05400134,  0.1083634 , -0.2974433 ], dtype=float32)
 array([ 0.12107342, -0.4427403 ,  0.8884381 ,  0.3206497 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.6643155 , -0.34787035,  0.66156715, -0.17307137], dtype=float32)
 array([ 0.31129795,  0.67591524,  0.6680061 , -0.10575485], dtype=float32)
 array([-0.67954284,  0.6497113 , -0.34072965,  0.16965272], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
94,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.99292594, -0.05295838,  0.10627054, -0.3027158 ], dtype=float32)
 array([ 0.11873507, -0.44286624,  0.8886909 ,  0.2771482 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.66092926, -0.3492397 ,  0.66423196, -0.15643151], dtype=float32)
 array([ 0.3124489,  0.6766886,  0.6666845, -0.0990966], dtype=float32)
 array([-0.68231094,  0.6481698 , -0.33812377,  0.15587407], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
95,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9933907 , -0.05119529,  0.10273257, -0.30788156], dtype=float32)
 array([ 0.11478214, -0.4430735 ,  0.8891068 ,  0.23344271], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.65752953, -0.35060123,  0.6668835 , -0.13976227], dtype=float32)
 array([ 0.3135929 ,  0.67746437,  0.6653582 , -0.09247386], dtype=float32)
 array([-0.68506527,  0.64662266, -0.33550674,  0.14217038], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
96,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9940184 , -0.04871129,  0.09774798, -0.3128614 ], dtype=float32)
 array([ 0.1092129 , -0.44335347,  0.8896686 ,  0.1895845 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.6541164 , -0.35195494,  0.66952187, -0.12303466], dtype=float32)
 array([ 0.31473   ,  0.6782424 ,  0.66402733, -0.0858947 ], dtype=float32)
 array([-0.6878058 ,  0.6450697 , -0.33287868,  0.12858438], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
97,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9947831 , -0.04549982,  0.09130359, -0.3175762 ], dtype=float32)
 array([ 0.10201264, -0.44369456,  0.890353  ,  0.14562473], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.65068984, -0.35330078,  0.6721468 , -0.10621965], dtype=float32)
 array([ 0.31586006,  0.6790228 ,  0.66269183, -0.07936723], dtype=float32)
 array([-0.6905325 ,  0.6435112 , -0.3302396 ,  0.11515887], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
98,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9956518 , -0.04154848,  0.08337451, -0.32194674], dtype=float32)
 array([ 0.09315356, -0.44408202,  0.8911305 ,  0.10161462], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.64725   , -0.35463873,  0.6747584 , -0.08928823], dtype=float32)
 array([ 0.31698313,  0.67980546,  0.66135186, -0.07289954], dtype=float32)
 array([-0.69324535,  0.641947  , -0.32758957,  0.10193661], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
99,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9965831 , -0.03683978,  0.07392564, -0.3258939 ], dtype=float32)
 array([ 0.08259642, -0.4444974 ,  0.8919641 ,  0.05760535], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.6437969 , -0.35596874,  0.6773565 , -0.07221141], dtype=float32)
 array([ 0.31809917,  0.6805904 ,  0.6600073 , -0.06649972], dtype=float32)
 array([-0.69594425,  0.64037716, -0.32492864,  0.08896036], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
100,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.99752665, -0.0313506 ,  0.06291062, -0.32933852], dtype=float32)
 array([ 0.07028946, -0.44491825,  0.89280856,  0.01364813], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.6403307 , -0.35729083,  0.67994106, -0.05496015], dtype=float32)
 array([ 0.31920817,  0.68137765,  0.6586582 , -0.06017588], dtype=float32)
 array([-0.6986292 ,  0.6388018 , -0.32225686,  0.0762729 ], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
101,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9984212 , -0.02505329,  0.05027394, -0.33220142], dtype=float32)
 array([ 0.0561706 , -0.44531724,  0.8936092 , -0.03020584], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.6303629 , -0.36106652,  0.6872216 , -0.03751516], dtype=float32)
 array([ 0.32286724,  0.68311644,  0.65506387, -0.05393566], dtype=float32)
 array([-0.705974  ,  0.6348093 , -0.31403476,  0.06390651], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
102,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.99919295, -0.01791542,  0.03595051, -0.33440343], dtype=float32)
 array([ 0.04016716, -0.44566146,  0.8943    , -0.07390537], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.62029016, -0.3647857 ,  0.6943857 , -0.01989595], dtype=float32)
 array([ 0.32647446,  0.6848768 ,  0.6514278 , -0.04778491], dtype=float32)
 array([-0.7132002 ,  0.6307735 , -0.30572912,  0.05185158], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
103,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9997442 , -0.01008851,  0.02024442, -0.33586657], dtype=float32)
 array([ 0.0226189 , -0.4459073 ,  0.89479333, -0.11739944], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.61011404, -0.36844772,  0.7014322 , -0.00213173], dtype=float32)
 array([ 0.33002925,  0.6866584 ,  0.6477507 , -0.04172904], dtype=float32)
 array([-0.7203066 ,  0.6266949 , -0.2973414 ,  0.04008799], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
104,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.99998134, -0.0027266 ,  0.00547142, -0.33657238], dtype=float32)
 array([ 0.00611317, -0.4460131 ,  0.8950056 , -0.16064686], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.59983623, -0.372052  ,  0.70835996,  0.01574828], dtype=float32)
 array([ 0.33353096,  0.68846095,  0.6440331 , -0.03577346], dtype=float32)
 array([-0.727292  ,  0.6225743 , -0.28887296,  0.02859562], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
105,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9999608 ,  0.00394987, -0.00792613, -0.33658904], dtype=float32)
 array([-0.00885579, -0.4460039 ,  0.89498717, -0.20362066], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.58945847, -0.37559798,  0.71516776,  0.03371486], dtype=float32)
 array([ 0.33697906,  0.69028413,  0.64027566, -0.02992357], dtype=float32)
 array([-0.7341552 ,  0.61841244, -0.28032517,  0.01735437], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
106,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9997519 ,  0.00993444, -0.01993524, -0.33599144], dtype=float32)
 array([-0.02227345, -0.44591078,  0.89480025, -0.24629505], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.5789825 , -0.379085  ,  0.72185445,  0.0517388 ], dtype=float32)
 array([ 0.34037295,  0.6921277 ,  0.63647896, -0.02418478], dtype=float32)
 array([-0.7408951 ,  0.6142099 , -0.27169955,  0.00634412], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
107,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.99941754,  0.01522069, -0.03054305, -0.33485466], dtype=float32)
 array([-0.03412547, -0.44576165,  0.894501  , -0.28864422], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.56841004, -0.3825125 ,  0.728419  ,  0.06979087], dtype=float32)
 array([ 0.34371206,  0.6939913 ,  0.63264376, -0.01856249], dtype=float32)
 array([-0.7475106 ,  0.6099674 , -0.26299745, -0.00445523], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
108,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9990141 ,  0.01980112, -0.03973452, -0.3332536 ], dtype=float32)
 array([-0.044395  , -0.44558167,  0.8941398 , -0.3306423 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.55774283, -0.3858799 ,  0.73486024,  0.08784187], dtype=float32)
 array([ 0.34699583,  0.69587463,  0.62877053, -0.01306212], dtype=float32)
 array([-0.75400054,  0.6056857 , -0.25422037, -0.0150638 ], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
109,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9985912 ,  0.02366696, -0.04749202, -0.33126327], dtype=float32)
 array([-0.05306239, -0.44539306,  0.8937614 , -0.37226355], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.54698277, -0.38918668,  0.74117714,  0.10586257], dtype=float32)
 array([ 0.35022375,  0.69777733,  0.62486005, -0.00768907], dtype=float32)
 array([-0.7603639 ,  0.6013655 , -0.24536975, -0.02550169], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
110,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.99819225,  0.02680681, -0.05379269, -0.32895866], dtype=float32)
 array([-0.06010207, -0.4452151 ,  0.8934043 , -0.4134821 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.5361315 , -0.39243224,  0.7473687 ,  0.12382375], dtype=float32)
 array([ 0.35339525,  0.69969916,  0.6209129 , -0.00244874], dtype=float32)
 array([-0.7665995 ,  0.5970075 , -0.23644708, -0.03578903], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
111,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.99785376,  0.0292063 , -0.0586077 , -0.3264147 ], dtype=float32)
 array([-0.06548183, -0.44506416,  0.89310133, -0.45427212], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.5392842 , -0.39152265,  0.7455753 ,  0.14169927], dtype=float32)
 array([0.35254937, 0.69906783, 0.62210375, 0.0026588 ], dtype=float32)
 array([-0.76477545,  0.59834284, -0.23896518, -0.04594759], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
112,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.99760544,  0.03084775, -0.06190156, -0.3237064 ], dtype=float32)
 array([-0.06916203, -0.44495338,  0.8928791 , -0.49460784], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.5424294 , -0.39060754,  0.74377155,  0.15947525], dtype=float32)
 array([0.3516985 , 0.6984379 , 0.6232918 , 0.00765484], dtype=float32)
 array([-0.7629407 ,  0.5996751 , -0.24147718, -0.05600587], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
