index,observation.camera_intrinsic,observation.camera_extrinsic,action,observation.camera_extrinsic_occ,observation.camera_intrinsic_occ
44,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.93968934,  0.1525523 , -0.30612367, -0.9044752 ], dtype=float32)
 array([-0.34202912, -0.41912156,  0.84104294,  1.8682532 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.22241205, -0.44852027,  0.8656572 , -0.9895365 ], dtype=float32)
 array([ 0.4133702 ,  0.76075625,  0.50037485, -0.20621976], dtype=float32)
 array([-0.88298243,  0.46912628,  0.01620355,  0.35665837], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
45,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9324864 ,  0.16110519, -0.32328656, -0.892552  ], dtype=float32)
 array([-0.36120504, -0.4159089 ,  0.83459616,  1.836276  ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.19969803, -0.45078912,  0.87000567, -0.9726522 ], dtype=float32)
 array([ 0.41567388,  0.7650635 ,  0.4918262 , -0.20416571], dtype=float32)
 array([-0.8873195 ,  0.45985535,  0.03459959,  0.35254392], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
46,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9231397,  0.1714795, -0.3441045, -0.8799955], dtype=float32)
 array([-0.3844647 , -0.41174006,  0.8262306 ,  1.8047657 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.17687617, -0.45281985,  0.8738816 , -0.95574224], dtype=float32)
 array([ 0.4177545 ,  0.76939434,  0.48323235, -0.20227921], dtype=float32)
 array([-0.89117676,  0.45054024,  0.05308   ,  0.34882146], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
47,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9112872 ,  0.18365887, -0.3685446 , -0.8666802 ], dtype=float32)
 array([-0.41177142, -0.40645358,  0.8156223 ,  1.7738035 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.15395881, -0.45461133,  0.87728286, -0.938822  ], dtype=float32)
 array([ 0.41961095,  0.7737464 ,  0.47459796, -0.20058863], dtype=float32)
 array([-0.89455205,  0.44118604,  0.07163482,  0.34556514], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
48,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.89650995,  0.19759801, -0.39651597, -0.8524805 ], dtype=float32)
 array([-0.4430236 , -0.39986265,  0.8023964 ,  1.7434701 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.13095832, -0.4561626 ,  0.8802077 , -0.9219066 ], dtype=float32)
 array([ 0.4212422 ,  0.77811724,  0.4659277 , -0.19912225], dtype=float32)
 array([-0.89744353,  0.43179774,  0.09025401,  0.34284908], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
49,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.87834585,  0.21320969, -0.42784363, -0.8372709 ], dtype=float32)
 array([-0.47802567, -0.39176106,  0.78613913,  1.7138468 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.10788713, -0.4574728 ,  0.88265455, -0.9050115 ], dtype=float32)
 array([ 0.4226474 ,  0.78250456,  0.4572262 , -0.19790843], dtype=float32)
 array([-0.8998497 ,  0.42238045,  0.10892752,  0.34074742], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
50,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.85631275,  0.23035115, -0.46224105, -0.8209259 ], dtype=float32)
 array([-0.5164576 , -0.38193384,  0.766419  ,  1.6850145 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.08475769, -0.45854127,  0.884622  , -0.8881519 ], dtype=float32)
 array([ 0.42382577,  0.786906  ,  0.44849822, -0.19697547], dtype=float32)
 array([-0.9017693 ,  0.41293925,  0.12764527,  0.3393343 ], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
51,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.82994395,  0.2488116 , -0.49928528, -0.80331993], dtype=float32)
 array([-0.5578468 , -0.3701728 ,  0.74281836,  1.6570543 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.0528252 , -0.4596437 ,  0.886531  , -0.87133795], dtype=float32)
 array([ 0.425223  ,  0.79290915,  0.43644068, -0.19634345], dtype=float32)
 array([-0.90354574,  0.40002844,  0.15356548,  0.33866116], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
52,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.7990412 ,  0.26818207, -0.5381556 , -0.7843276 ], dtype=float32)
 array([-0.6012762, -0.3563895,  0.7151597,  1.6300472], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.02083864, -0.46028987,  0.88752407, -0.85455936], dtype=float32)
 array([ 0.42618838,  0.7989308 ,  0.4243501 , -0.19599941], dtype=float32)
 array([-0.9043944 ,  0.38709533,  0.17952156,  0.33868864], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
53,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.7680897 ,  0.28560635, -0.5731206 , -0.7638956 ], dtype=float32)
 array([-0.64034224, -0.34258446,  0.68745744,  1.6040223 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([ 0.0111692 , -0.46047914,  0.88760024, -0.8378005 ], dtype=float32)
 array([ 0.42672095,  0.8049648 ,  0.41223893, -0.19592212], dtype=float32)
 array([-0.9043144 ,  0.37415326,  0.20548691,  0.33935475], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
54,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.7397966 ,  0.30009687, -0.6021984 , -0.74215907], dtype=float32)
 array([-0.67283064, -0.3299651 ,  0.6621344 ,  1.5788732 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([ 0.04316552, -0.4602113 ,  0.88675946, -0.8210459 ], dtype=float32)
 array([ 0.42682013,  0.81100494,  0.40011948, -0.19609037], dtype=float32)
 array([-0.90330577,  0.3612154 ,  0.2314349 ,  0.3405974 ], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
55,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.7148772 ,  0.3118805 , -0.62584436, -0.71928406], dtype=float32)
 array([-0.69925004, -0.31885055,  0.639831  ,  1.5544714 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([ 0.07511754, -0.45948663,  0.8850025 , -0.8042799 ], dtype=float32)
 array([ 0.42648584,  0.81704503,  0.3880042 , -0.19648291], dtype=float32)
 array([-0.90136963,  0.3482951 ,  0.25733894,  0.34235457], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
56,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.6938292 ,  0.32119772, -0.644541  , -0.6954365 ], dtype=float32)
 array([-0.7201396 , -0.30946267,  0.62099254,  1.5306884 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([ 0.10699251, -0.45830587,  0.8823312 , -0.7874872 ], dtype=float32)
 array([ 0.4257184 ,  0.8230789 ,  0.37590557, -0.19707854], dtype=float32)
 array([-0.8985079 ,  0.33540553,  0.28317252,  0.34456426], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
57,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.67697525,  0.32827434, -0.65874153, -0.6707822 ], dtype=float32)
 array([-0.7360058 , -0.30194548,  0.605908  ,  1.5073957 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([ 0.13875777, -0.45667022,  0.8787483 , -0.7706521 ], dtype=float32)
 array([ 0.4245186 ,  0.8291004 ,  0.36383593, -0.19785604], dtype=float32)
 array([-0.89472353,  0.32255992,  0.30890912,  0.3471644 ], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
58,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.6645076 ,  0.33330354, -0.66883355, -0.6454872 ], dtype=float32)
 array([-0.7472815 , -0.29638463,  0.59474915,  1.484465  ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([ 0.17038074, -0.45458138,  0.8742575 , -0.75375915], dtype=float32)
 array([ 0.42288768,  0.8351032 ,  0.35180765, -0.19879417], dtype=float32)
 array([-0.89002043,  0.30977148,  0.33452237,  0.35009298], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
59,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.65652514,  0.33643582, -0.67511904, -0.6197174 ], dtype=float32)
 array([-0.7543042 , -0.29282427,  0.5876046 ,  1.4617678 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([ 0.20182905, -0.45204148,  0.86886334, -0.73679274], dtype=float32)
 array([ 0.4208273 ,  0.8410814 ,  0.33983305, -0.1998717 ], dtype=float32)
 array([-0.8844034 ,  0.29705325,  0.35998604,  0.35328794], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
60,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.65306205,  0.33777398, -0.6778043 , -0.5936387 ], dtype=float32)
 array([-0.7573044 , -0.29127967,  0.5845051 ,  1.4391755 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([ 0.23307045, -0.4490531 ,  0.8625714 , -0.7197374 ], dtype=float32)
 array([ 0.4183396 ,  0.8470287 ,  0.32792446, -0.20106745], dtype=float32)
 array([-0.8778782 ,  0.28441828,  0.38527405,  0.35668728], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
61,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.6541054 ,  0.33737212, -0.6769979 , -0.56741714], dtype=float32)
 array([-0.7564034 , -0.29174504,  0.5854389 ,  1.4165597 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([ 0.20546111, -0.45180246,  0.8681361 , -0.70258605], dtype=float32)
 array([ 0.42042845,  0.8417837 ,  0.33858544, -0.20235525], dtype=float32)
 array([-0.8837566 ,  0.29542297,  0.36290443,  0.36022136], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
62,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.6596048 ,  0.33523533, -0.67271006, -0.54121846], dtype=float32)
 array([-0.7516126 , -0.29419786,  0.59036094,  1.393792  ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([ 0.1776872 , -0.45420575,  0.87299734, -0.6853654 ], dtype=float32)
 array([ 0.42218018,  0.83651465,  0.34929517, -0.20368938], dtype=float32)
 array([-0.888927  ,  0.30649692,  0.34039462,  0.36379024], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
63,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.6694705 ,  0.33132195, -0.66485715, -0.5152087 ], dtype=float32)
 array([-0.7428387 , -0.29859817,  0.599191  ,  1.3707439 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([ 0.14977092, -0.45626107,  0.87715137, -0.66811055], dtype=float32)
 array([ 0.4235934 ,  0.83122575,  0.36004502, -0.20501919], dtype=float32)
 array([-0.8933853 ,  0.31763127,  0.3177626 ,  0.36728638], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
64,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.68356436,  0.32554668, -0.65326804, -0.48955378], dtype=float32)
 array([-0.7298902 , -0.30488434,  0.6118054 ,  1.3472868 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([ 0.12173463, -0.4579668 ,  0.88059473, -0.65085673], dtype=float32)
 array([ 0.424667  ,  0.8259211 ,  0.3708264 , -0.20629404], dtype=float32)
 array([-0.897128  ,  0.3288171 ,  0.2950266 ,  0.37060225], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
65,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.701682  ,  0.31778592, -0.63769466, -0.4644196 ], dtype=float32)
 array([-0.71249026, -0.31296518,  0.628021  ,  1.3232925 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([ 0.09360084, -0.45932153,  0.88332474, -0.63363904], dtype=float32)
 array([ 0.42540008,  0.82060516,  0.38163066, -0.20746328], dtype=float32)
 array([-0.900152  ,  0.34004545,  0.27220473,  0.37363032], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
66,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.72352886,  0.30788597, -0.61782867, -0.4399721 ], dtype=float32)
 array([-0.69029415, -0.32270935,  0.6475744 ,  1.2986324 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([ 0.06539205, -0.4603242 ,  0.8853392 , -0.6164926 ], dtype=float32)
 array([ 0.42579204,  0.81528205,  0.39244917, -0.20847626], dtype=float32)
 array([-0.902455  ,  0.35130733,  0.24931535,  0.37626302], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
